DATE,TRANSACTION ID,DESCRIPTION,QUANTITY,SYMBOL,PRICE,COMMISSION,AMOUNT,REG FEE,SHORT-TERM RDM FEE,FUND REDEMPTION FEE, DEFERRED SALES CHARGE
4/13/20,25808550663,Sold 7 SDS @ 25.965,7,SDS,25.965,0,181.76,,,,
4/13/20,25808538567,Sold 15 SPXS @ 12.3401,15,SPXS,12.3401,0,185.1,,,,
4/13/20,25808525657,Sold 1 DEO @ 131.745,1,DEO,131.745,0,131.75,,,,
4/13/20,25808517523,Sold 1 GD @ 138.745,1,GD,138.745,0,138.75,,,,
4/13/20,25808495968,Sold 1 HII @ 194.095,1,HII,194.095,0,194.1,,,,
4/13/20,25808476903,Sold 12 HMTV @ 8.82,12,HMTV,8.82,0,105.84,,,,
4/13/20,25808462865,Sold 1 LHX @ 188.695,1,LHX,188.695,0,188.7,,,,
4/9/20,25784236891,Bought 4 IAU @ 16.085,4,IAU,16.085,0,-64.34,,,,
4/9/20,25784232441,Sold 1 AGM @ 63.27,1,AGM,63.27,0,63.27,,,,
4/9/20,25782043726,Bought 15 SPXS @ 11.775,15,SPXS,11.775,0,-176.63,,,,
4/9/20,25782029562,Sold 4 SDS @ 25.105,4,SDS,25.105,0,100.42,,,,
4/9/20,25782016782,Sold 1 AGM @ 61.96,1,AGM,61.96,0,61.96,,,,
4/6/20,25710483010,Bought 9 SDS @ 28.5263,9,SDS,28.5263,0,-256.74,,,,
4/6/20,25710482106,Sold 10 SH @ 26.8701,10,SH,26.8701,0,268.69,0.01,,,
4/6/20,25710415873,Bought 7 SDS @ 28.5198,7,SDS,28.5198,0,-199.64,,,,
4/6/20,25710413936,Sold 5 SH @ 26.8901,5,SH,26.8901,0,134.45,,,,
4/6/20,25710401160,Sold 2 SH @ 26.8801,2,SH,26.8801,0,53.76,,,,
4/6/20,25710386131,Bought 3 SDS @ 28.555,3,SDS,28.555,0,-85.67,,,,
4/2/20,25659081263,MISCELLANEOUS JOURNAL ENTRY,,,,,0.01,,,,
4/2/20,25654668390,Bought 4 SH @ 28.4599,4,SH,28.4599,0,-113.84,,,,
4/2/20,25654636134,Sold 1 TRV @ 98.1101,1,TRV,98.1101,0,98.11,,,,
4/2/20,25654629754,Sold 1 CB @ 107.1602,1,CB,107.1602,0,107.16,,,,
4/1/20,25632431862,Bought 7 IAU @ 15.215,7,IAU,15.215,0,-106.51,,,,
4/1/20,25623934151,Bought 1 TRV @ 97.1199,1,TRV,97.1199,0,-97.12,,,,
3/31/20,25576018407,Bought 1 CB @ 112.2999,1,CB,112.2999,0,-112.3,,,,
3/31/20,25575627335,Sold 1 TRV @ 100.6129,1,TRV,100.6129,0,100.61,,,,
3/31/20,25575623894,Sold 1 CB @ 111.86,1,CB,111.86,0,111.86,,,,
3/31/20,25551142906,ORDINARY DIVIDEND (GOOD),,GOOD,,,2.5,,,,
3/30/20,25541094897,Bought 1 TRV @ 98.654,1,TRV,98.654,0,-98.65,,,,
3/30/20,25541091090,Bought 1 CB @ 110.1465,1,CB,110.1465,0,-110.15,,,,
3/30/20,25541083075,Sold 7 SH @ 27.5241,7,SH,27.5241,0,192.67,,,,
3/30/20,25536166808,Bought 12 HMTV @ 8.7099,12,HMTV,8.7099,0,-104.52,,,,
3/30/20,25536039431,Sold 5 SH @ 27.9937,5,SH,27.9937,0,139.97,,,,
3/26/20,25481707890,Bought 7 SH @ 27.7399,7,SH,27.7399,0,-194.18,,,,
3/26/20,25479227037,Bought 1 GD @ 127.835,1,GD,127.835,0,-127.84,,,,
3/26/20,25479171452,Sold 10 GOOD @ 12.5033,10,GOOD,12.5033,0,125.03,,,,
3/26/20,25479152304,Sold 6 CARG @ 20.1541,6,CARG,20.1541,0,120.92,,,,
3/25/20,25451324560,Sold 1 FB @ 162.0601,1,FB,162.0601,0,162.06,,,,
3/25/20,25449541178,Bought 7 SH @ 28.6658,7,SH,28.6658,0,-200.66,,,,
3/25/20,25448466234,Bought 6 SH @ 29.1798,6,SH,29.1798,0,-175.08,,,,
3/25/20,25448422276,Sold 3 IEF @ 120.115,3,IEF,120.115,0,360.34,0.01,,,
3/25/20,25447906724,Bought 5 SH @ 29.3587,5,SH,29.3587,0,-146.79,,,,
3/25/20,25447853420,Bought 2 AGM @ 49.475,2,AGM,49.475,0,-98.95,,,,
3/24/20,25428024945,Sold 5 CARG @ 18.325,5,CARG,18.325,0,91.63,,,,
3/24/20,25425063147,Bought 5 CARG @ 18.415,5,CARG,18.415,0,-92.08,,,,
3/24/20,25425053727,Sold 10 GOOD @ 10.61,10,GOOD,10.61,0,106.1,,,,
3/24/20,25421634503,Bought 2 AGM @ 48.1,2,AGM,48.1,0,-96.2,,,,
3/24/20,25421543361,Sold 1 IVV @ 239,1,IVV,239,0,238.99,0.01,,,
3/24/20,25420077865,Sold 3 FIT @ 6.29,3,FIT,6.29,0,18.87,,,,
3/23/20,25401187886,Bought 3 FIT @ 6.3972,3,FIT,6.3972,0,-19.19,,,,
3/23/20,25395297721,Bought 1 LHX @ 149.1,1,LHX,149.1,0,-149.1,,,,
3/19/20,25349808426,Sold 7 CARG @ 16.535,7,CARG,16.535,0,115.75,,,,
3/18/20,25324761007,Bought 1 HII @ 155.615,1,HII,155.615,0,-155.62,,,,
3/18/20,25324740773,Sold 1 IEF @ 116.175,1,IEF,116.175,0,116.18,,,,
3/18/20,25324716840,Bought 1 DEO @ 102.87,1,DEO,102.87,0,-102.87,,,,
3/18/20,25324703640,Sold 1 IEF @ 116.2701,1,IEF,116.2701,0,116.27,,,,
3/18/20,25324559415,Bought 13 CARG @ 15.295,13,CARG,15.295,0,-198.84,,,,
3/18/20,25324502645,Bought 4 AGM @ 50.4,4,AGM,50.4,0,-201.6,,,,
3/18/20,25324478402,Bought 20 GOOD @ 8.59,20,GOOD,8.59,0,-171.8,,,,
3/18/20,25324465237,Sold 2 IVV @ 233.81,2,IVV,233.81,0,467.61,0.01,,,
3/18/20,25324459717,Sold 3 EEM @ 30.665,3,EEM,30.665,0,92,,,,
3/13/20,25246024091,MISCELLANEOUS JOURNAL ENTRY,,,,,0.02,,,,
3/12/20,25212875188,Bought 1 IEF @ 119.915,1,IEF,119.915,0,-119.92,,,,
3/12/20,25212734041,Bought 4 IEF @ 120.1799,4,IEF,120.1799,0,-480.72,,,,
3/12/20,25212589375,Bought 13 IAU @ 15.205,13,IAU,15.205,0,-197.67,,,,
3/12/20,25212444722,Bought 3 EEM @ 34.2,3,EEM,34.2,0,-102.6,,,,
3/12/20,25212273817,Bought 3 IVV @ 257.6,3,IVV,257.6,0,-772.8,,,,
3/12/20,25211967760,Bought 1 FB @ 157.565,1,FB,157.565,0,-157.57,,,,
3/11/20,25189621574,Sold 6 RBGLY @ 14.7,6,RBGLY,14.7,6.95,81.25,,,,
3/11/20,25189617773,Sold 16 FPI @ 5.675,16,FPI,5.675,0,90.8,,,,
3/11/20,25189613035,Sold 2 USB @ 36.535,2,USB,36.535,0,73.07,,,,
3/11/20,25189606972,Sold 7 GLDM @ 16.425,7,GLDM,16.425,0,114.98,,,,
3/11/20,25189599798,Sold 12 SCHP @ 56.5101,12,SCHP,56.5101,0,678.11,0.01,,,
3/11/20,25189589126,Sold 11 VT @ 67.931,11,VT,67.931,0,747.22,0.02,,,
1/15/20,24508379649,QUALIFIED DIVIDEND (USB),,USB,,,0.84,,,,
1/15/20,24499573123,ORDINARY DIVIDEND (FPI),,FPI,,,0.8,,,,
1/10/20,24468641714,Sold 2 RGNX @ 44.865,2,RGNX,44.865,0,89.73,,,,
1/3/20,24393431387,Bought 12 SCHP @ 57.0899,12,SCHP,57.0899,0,-685.08,,,,
1/3/20,24392934122,Bought 11 VT @ 81.3999,11,VT,81.3999,0,-895.4,,,,
1/3/20,24392907812,Sold 6 IEF @ 111.3214,6,IEF,111.3214,0,667.92,0.01,,,
1/3/20,24392889028,Sold 13 GLDM @ 15.445,13,GLDM,15.445,0,200.79,,,,
1/3/20,24392887499,Sold 2 EFA @ 69.675,2,EFA,69.675,0,139.35,,,,
1/3/20,24392881193,Sold 3 LEMB @ 43.9301,3,LEMB,43.9301,0,131.79,,,,
1/3/20,24392852656,Sold 9 IGOV @ 50.4158,9,IGOV,50.4158,0,453.73,0.01,,,
***END OF FILE***,,,,,,,,,,,
